student_id,grade_level,age,gender,race_ethnicity,free_reduced_lunch,ell_status,iep_status,section_504,gifted_program,current_gpa,cumulative_gpa,gpa_trend,course_failures_total,grade_retained_ever,years_data_available,credits_earned,recent_Reading_Grade,recent_Math_Grade,recent_Science_Grade,recent_Social_Studies_Grade,recent_year_gpa,recent_ELA_Grade,recent_Elective1_Grade,recent_Elective2_Grade,recent_English_Grade,recent_PE_Grade,attendance_rate,chronic_absenteeism,tardiness_rate,behavior_score,disciplinary_incidents,suspensions,extracurricular_count,parent_engagement_level,technology_access,success_probability,current_success,risk_category,next_grade_success_pred,next_grade_success_prob,graduation_prediction,graduation_probability
7539,3,8,M,White,1,0,0,0,1,3.51,3.4,0.11,0,0,3,18,3.61,3.29,3.76,3.39,3.51,,,,,,0.94,0,0.025,0.983,0,0,0,1,1,0.95,1,Low Risk,1,0.904,,
7540,10,15,M,Asian,1,0,1,0,1,2.95,2.5,0.15,0,0,3,60,,3.14,2.66,3.22,2.95,,2.71,2.96,3.21,2.76,0.837,1,0.024,0.887,0,0,0,0,1,0.669,1,Medium Risk,1,0.682,1.0,0.764
7541,10,15,F,White,1,0,1,0,1,1.88,2.59,-1.56,0,0,3,60,,1.67,2.02,1.6,1.88,,2.17,2.11,2.09,1.49,0.806,1,0.024,0.751,0,0,2,1,1,0.599,1,High Risk,1,0.574,1.0,0.587
7542,0,5,M,Black,0,1,0,0,0,3.26,3.26,0.0,0,0,1,0,3.11,3.03,3.69,3.21,3.26,,,,,,0.864,1,0.055,0.918,0,0,0,1,1,0.933,1,Low Risk,1,0.896,,
7543,1,6,M,Black,0,0,1,0,0,3.37,3.65,-0.56,0,0,2,6,3.27,3.58,3.36,3.28,3.37,,,,,,0.806,1,0.017,0.862,2,0,0,1,1,0.902,1,Low Risk,1,0.943,,
7544,5,11,M,White,1,0,0,0,0,3.38,2.85,0.9,0,0,3,30,3.08,3.48,3.52,3.45,3.38,,,,,,0.942,0,0.043,0.823,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7545,12,17,F,Hispanic,0,1,0,0,0,2.14,2.72,-0.86,0,0,3,72,,1.83,2.59,1.88,2.14,,2.35,2.3,1.87,2.19,0.986,0,0.002,1.0,0,0,0,0,1,0.792,1,Medium Risk,1,0.833,0.0,0.806
7546,3,8,M,White,1,0,0,0,0,3.34,2.84,0.64,0,0,3,18,3.63,3.45,3.11,3.15,3.34,,,,,,0.97,0,0.007,0.967,0,0,0,2,1,0.95,1,Low Risk,1,0.889,,
7547,9,14,F,White,1,0,1,0,0,2.14,2.13,-0.83,0,0,3,54,,1.69,2.22,2.48,2.14,,2.45,2.1,2.11,1.91,0.761,1,0.061,0.881,0,0,0,1,1,0.544,0,High Risk,1,0.637,0.0,0.558
7548,4,9,M,Black,1,0,0,0,0,3.33,2.72,1.09,0,0,3,24,3.69,2.85,3.38,3.39,3.33,,,,,,0.901,0,0.012,0.997,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7549,1,7,M,White,1,0,0,0,0,2.25,2.02,0.47,0,0,2,6,2.3,2.54,2.05,2.1,2.25,,,,,,0.878,1,0.034,0.92,0,0,1,0,1,0.746,1,Medium Risk,0,0.74,,
7550,12,17,F,Black,1,0,0,0,0,2.28,3.04,-1.11,0,0,3,72,,1.73,1.88,2.51,2.28,,2.66,2.34,2.25,2.61,0.904,0,0.027,0.938,0,0,0,0,1,0.768,0,Medium Risk,1,0.692,1.0,0.796
7551,11,16,F,White,0,0,0,0,0,3.64,3.65,0.14,0,0,3,66,,3.89,3.71,3.59,3.64,,3.41,3.4,3.69,3.79,0.978,0,0.027,1.0,0,0,0,0,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7552,4,8,M,Multi-racial,0,0,1,0,1,3.44,3.6,0.04,0,0,3,24,3.32,3.23,3.87,3.36,3.44,,,,,,0.99,0,0.01,0.972,0,0,0,1,1,0.95,1,Low Risk,1,0.869,,
7553,3,9,F,Black,0,0,1,0,0,3.05,3.06,0.45,0,0,3,18,2.95,3.17,3.09,2.97,3.05,,,,,,0.99,0,0.038,0.965,0,0,1,2,0,0.95,1,Low Risk,1,0.946,,
7554,0,5,F,White,1,0,0,0,0,3.14,3.14,0.0,0,0,1,0,3.0,3.03,3.04,3.47,3.14,,,,,,0.847,1,0.05,0.848,0,0,0,2,1,0.93,1,Low Risk,1,0.95,,
7555,3,8,M,Hispanic,1,0,0,0,0,2.69,2.77,-0.18,0,0,3,18,2.5,2.89,3.12,2.25,2.69,,,,,,0.864,1,0.062,0.84,1,0,0,1,1,0.778,1,Medium Risk,0,0.89,,
7556,7,12,M,White,0,0,0,0,0,3.89,3.59,0.55,0,0,3,42,,3.7,3.95,4.0,3.89,3.67,4.0,4.0,,,0.89,1,0.031,0.88,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7557,0,5,M,Hispanic,1,0,0,0,0,3.43,3.43,0.0,0,0,1,0,3.36,3.19,3.69,3.47,3.43,,,,,,0.9,1,0.058,0.852,0,0,0,1,1,0.95,1,Low Risk,1,0.918,,
7558,12,17,F,Asian,1,0,0,0,0,3.0,3.23,-0.11,0,0,3,72,,3.25,3.0,3.17,3.0,,2.5,3.1,3.15,2.81,0.9,0,0.014,0.928,0,0,1,1,1,0.945,1,Low Risk,1,0.95,1.0,0.95
7559,2,7,M,Hispanic,1,0,0,0,0,2.97,3.15,0.03,0,0,3,12,2.16,3.12,3.36,3.24,2.97,,,,,,0.827,1,0.023,0.958,0,0,0,1,1,0.839,1,Low Risk,1,0.832,,
7560,6,11,F,White,1,0,0,1,0,2.65,2.34,0.37,0,0,3,36,,3.27,2.55,2.45,2.65,2.74,2.48,2.39,,,0.903,0,0.029,0.985,0,0,0,1,1,0.853,1,Low Risk,1,0.872,,
7561,4,9,M,Hispanic,0,0,0,0,0,3.74,3.81,-0.13,0,0,3,24,3.91,3.73,4.0,3.33,3.74,,,,,,0.99,0,0.003,0.915,0,0,0,2,1,0.95,1,Low Risk,0,0.95,,
7562,10,15,F,Multi-racial,0,0,0,0,0,3.58,3.13,0.84,0,0,3,60,,3.51,3.61,3.56,3.58,,3.87,3.3,3.63,3.59,0.99,0,0.003,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7563,7,12,M,White,0,0,0,0,0,2.22,2.89,-1.4,0,0,3,42,,2.72,2.03,2.51,2.22,1.96,2.19,1.92,,,0.99,0,0.03,0.943,0,0,0,2,1,0.915,1,Low Risk,1,0.919,,
7564,10,15,M,Black,1,0,0,1,0,3.18,2.89,0.76,0,0,3,60,,2.99,3.76,3.08,3.18,,3.5,2.99,3.06,2.86,0.923,0,0.007,0.916,1,0,0,1,1,0.889,0,Low Risk,1,0.929,1.0,0.95
7565,0,5,M,White,0,0,0,0,0,3.45,3.45,0.0,0,0,1,0,3.11,2.97,3.86,3.87,3.45,,,,,,0.99,0,0.052,0.957,1,0,0,1,1,0.95,1,Low Risk,1,0.889,,
7566,3,8,M,White,0,0,0,0,0,4.0,3.64,0.76,0,0,3,18,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.016,1.0,0,0,0,2,1,0.95,1,Low Risk,1,0.947,,
7567,0,5,F,White,1,0,0,0,0,3.55,3.55,0.0,0,0,1,0,3.74,3.62,3.27,3.56,3.55,,,,,,0.833,1,0.123,0.893,0,0,0,2,1,0.95,1,Low Risk,1,0.892,,
7568,1,6,F,Black,1,0,0,0,0,3.6,3.14,0.93,0,0,2,6,3.41,3.39,3.97,3.61,3.6,,,,,,0.99,0,0.096,0.943,0,0,1,1,0,0.95,1,Low Risk,1,0.95,,
7569,10,15,F,Black,1,0,0,0,0,2.11,2.3,0.07,0,0,3,60,,2.29,1.88,2.12,2.11,,1.75,2.42,2.17,2.14,0.918,0,0.022,0.698,1,0,0,0,1,0.687,1,Medium Risk,1,0.683,0.0,0.698
7570,12,16,M,White,1,0,0,0,0,2.61,2.65,0.14,0,0,3,72,,2.79,2.97,2.38,2.61,,2.91,2.87,2.05,2.28,0.831,1,0.007,0.856,1,0,2,1,1,0.776,1,Medium Risk,0,0.824,1.0,0.837
7571,4,9,M,Multi-racial,0,0,0,0,0,3.33,3.67,-0.64,0,0,3,24,3.1,3.53,3.56,3.12,3.33,,,,,,0.939,0,0.002,0.965,0,0,1,2,1,0.95,1,Low Risk,1,0.861,,
7572,2,7,M,Black,1,0,1,0,0,2.33,2.75,-0.45,0,0,3,12,2.36,2.28,2.44,2.25,2.33,,,,,,0.98,0,0.033,0.976,0,0,0,1,1,0.849,1,Low Risk,1,0.848,,
7573,10,14,F,White,0,0,1,0,0,2.69,2.98,-0.11,0,0,3,60,,2.54,2.59,2.81,2.69,,2.87,2.53,2.81,2.69,0.911,0,0.002,0.748,2,0,0,2,1,0.872,1,Low Risk,1,0.938,1.0,0.941
7574,3,8,M,Hispanic,0,0,1,0,0,3.53,3.46,0.51,0,0,3,18,3.51,3.47,3.71,3.42,3.53,,,,,,0.99,0,0.008,0.897,0,0,0,1,1,0.95,1,Low Risk,1,0.94,,
7575,2,7,M,White,1,0,0,0,0,4.0,3.19,0.7,0,0,3,12,4.0,4.0,4.0,4.0,4.0,,,,,,0.99,0,0.039,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7576,2,7,M,Multi-racial,1,1,0,0,0,2.56,2.75,-0.29,0,0,3,12,2.48,2.29,2.62,2.84,2.56,,,,,,0.914,0,0.007,1.0,0,0,0,1,1,0.843,1,Low Risk,1,0.855,,
7577,9,14,M,White,0,0,0,0,0,2.97,3.58,-0.96,0,0,3,54,,2.95,3.59,2.64,2.97,,2.74,3.13,3.36,2.36,0.914,0,0.027,0.927,1,0,1,1,1,0.945,1,Low Risk,1,0.95,1.0,0.95
7578,7,12,M,Black,0,0,0,0,0,3.79,3.41,0.59,0,0,3,42,,4.0,3.66,4.0,3.79,3.77,3.61,3.69,,,0.851,1,0.12,0.781,2,0,0,1,1,0.929,1,Low Risk,0,0.929,,
7579,3,8,M,Hispanic,0,0,0,0,0,3.23,3.26,-0.08,0,0,3,18,3.0,2.66,3.79,3.46,3.23,,,,,,0.952,0,0.0,0.992,0,0,1,0,1,0.95,1,Low Risk,1,0.918,,
7580,1,6,F,White,1,0,0,0,0,3.77,3.68,0.19,0,0,2,6,3.63,3.67,3.91,3.88,3.77,,,,,,0.773,1,0.054,0.885,0,0,0,1,1,0.95,1,Low Risk,1,0.915,,
7581,12,17,M,White,1,0,1,0,0,2.62,2.63,-0.14,0,0,3,72,,2.78,2.69,2.82,2.62,,2.14,2.23,3.01,2.7,0.825,1,0.053,0.931,0,0,1,0,0,0.685,1,Medium Risk,1,0.63,1.0,0.748
7582,9,15,M,White,0,0,1,0,0,2.39,2.64,-0.48,0,0,3,54,,2.79,2.05,2.15,2.39,,2.24,2.22,2.61,2.65,0.911,0,0.013,0.7,0,0,0,0,1,0.767,1,Medium Risk,1,0.89,1.0,0.806
7583,3,8,M,Hispanic,1,0,0,0,0,3.53,3.66,-0.05,0,0,3,18,3.74,3.35,3.64,3.39,3.53,,,,,,0.885,1,0.038,0.865,0,0,1,0,1,0.92,1,Low Risk,1,0.844,,
7584,4,9,M,Hispanic,1,0,0,0,0,3.22,2.9,0.92,0,0,3,24,3.35,3.46,2.97,3.11,3.22,,,,,,0.759,1,0.009,0.958,0,0,0,1,1,0.836,1,Low Risk,1,0.826,,
7585,11,16,M,White,1,0,0,0,0,2.49,2.59,0.18,0,0,3,66,,2.28,2.32,3.14,2.49,,1.86,2.61,2.73,2.46,0.831,1,0.014,0.879,1,0,1,0,1,0.668,0,Medium Risk,1,0.667,1.0,0.717
7586,7,12,M,White,0,0,0,0,0,3.12,3.03,0.36,0,0,3,42,,3.66,2.75,3.31,3.12,2.59,3.25,3.16,,,0.874,1,0.141,0.873,0,0,1,1,1,0.905,1,Low Risk,1,0.879,,
7587,9,14,M,White,0,0,0,1,0,3.08,3.31,0.03,0,0,3,54,,2.78,3.21,2.63,3.08,,2.94,3.45,3.39,3.15,0.908,0,0.013,0.937,1,0,0,0,1,0.889,1,Low Risk,0,0.916,1.0,0.95
7588,0,5,F,Black,1,0,0,0,0,2.97,2.97,0.0,0,0,1,0,2.83,2.99,3.09,2.98,2.97,,,,,,0.857,1,0.059,0.852,0,0,0,1,1,0.868,1,Low Risk,1,0.905,,
7589,8,13,M,Multi-racial,1,0,0,0,0,3.2,3.2,-0.09,0,0,3,48,,3.5,3.06,2.83,3.2,3.01,4.0,2.81,,,0.694,1,0.095,0.887,0,0,0,0,1,0.723,1,Medium Risk,1,0.768,,
7590,10,15,F,White,1,0,0,0,0,2.86,3.24,-0.9,0,0,3,60,,2.78,3.37,2.66,2.86,,3.09,2.67,2.45,2.99,0.814,1,0.09,0.694,2,0,0,0,1,0.648,1,Medium Risk,0,0.63,1.0,0.734
7591,3,8,M,Asian,0,0,0,0,0,3.63,3.48,0.33,0,0,3,18,3.52,3.85,3.32,3.82,3.63,,,,,,0.921,0,0.048,0.9,0,0,0,0,1,0.95,1,Low Risk,1,0.933,,
7592,12,17,F,White,1,0,1,0,0,2.52,2.47,-0.31,0,0,3,72,,3.3,2.44,2.17,2.52,,2.23,2.63,2.28,2.61,0.94,0,0.005,0.935,1,0,1,2,1,0.865,1,Low Risk,1,0.868,1.0,0.917
7593,1,6,M,White,0,0,0,0,0,2.99,3.32,-0.65,0,0,2,6,2.71,3.21,2.83,3.2,2.99,,,,,,0.99,0,0.008,0.984,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
7594,11,16,M,White,0,0,0,0,0,3.11,2.85,0.03,0,0,3,66,,2.84,3.1,3.42,3.11,,3.05,3.44,3.06,2.89,0.899,1,0.017,0.792,1,0,0,1,1,0.871,1,Low Risk,1,0.813,0.0,0.95
7595,11,16,M,White,1,1,0,0,0,2.67,2.33,0.44,0,0,3,66,,2.4,2.67,2.4,2.67,,3.05,2.06,2.92,3.2,0.919,0,0.001,1.0,0,0,0,1,1,0.791,1,Medium Risk,1,0.837,1.0,0.858
7596,1,6,F,White,0,0,0,0,0,3.84,3.86,-0.05,0,0,2,6,3.95,4.0,3.42,4.0,3.84,,,,,,0.99,0,0.038,0.879,1,0,0,0,1,0.95,0,Low Risk,1,0.907,,
7597,5,10,M,Hispanic,1,0,0,0,0,2.45,2.93,-0.94,0,0,3,30,2.29,2.28,2.59,2.63,2.45,,,,,,0.855,1,0.022,0.886,2,0,0,0,1,0.659,0,Medium Risk,1,0.676,,
7598,3,8,M,Hispanic,1,1,0,0,1,3.04,2.92,-0.22,0,0,3,18,2.85,3.34,2.65,3.31,3.04,,,,,,0.985,0,0.013,0.81,0,0,1,2,1,0.95,1,Low Risk,1,0.884,,
7599,9,14,F,White,0,0,0,0,0,2.52,3.0,-1.13,0,0,3,54,,3.01,2.47,2.22,2.52,,2.22,2.45,2.35,2.94,0.89,1,0.141,0.986,1,0,0,1,1,0.74,1,Medium Risk,0,0.72,1.0,0.792
7600,12,17,F,Black,0,0,0,0,0,3.19,3.34,-0.11,0,0,3,72,,3.05,3.16,3.15,3.19,,3.21,3.07,3.57,3.12,0.973,0,0.004,0.772,0,0,0,1,1,0.95,1,Low Risk,1,0.936,1.0,0.95
7601,6,11,F,Hispanic,0,0,0,0,0,3.01,3.45,-0.38,0,0,3,36,,3.15,3.07,2.64,3.01,3.17,3.18,2.85,,,0.943,0,0.081,0.639,3,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7602,1,6,F,Hispanic,0,0,1,0,0,4.0,4.0,0.0,0,0,2,6,4.0,4.0,4.0,4.0,4.0,,,,,,0.948,0,0.027,0.779,0,0,0,0,0,0.95,1,Low Risk,1,0.869,,
7603,4,9,M,Hispanic,1,0,0,0,1,3.52,3.67,-0.38,0,0,3,24,3.8,3.7,3.08,3.49,3.52,,,,,,0.939,0,0.046,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.95,,
7604,3,8,F,Asian,0,0,0,0,0,3.92,3.73,0.47,0,0,3,18,4.0,4.0,3.68,4.0,3.92,,,,,,0.948,0,0.04,0.901,0,0,0,0,1,0.95,1,Low Risk,1,0.908,,
7605,5,10,M,Hispanic,0,0,0,0,0,3.45,3.33,0.32,0,0,3,30,3.48,3.84,3.42,3.05,3.45,,,,,,0.99,0,0.009,0.958,0,0,0,2,1,0.95,1,Low Risk,1,0.92,,
7606,2,6,F,Hispanic,1,0,0,0,0,2.44,3.28,-1.23,0,0,3,12,1.81,2.06,2.77,3.11,2.44,,,,,,0.925,0,0.029,0.761,1,0,0,1,1,0.869,1,Low Risk,1,0.816,,
7607,12,17,M,White,1,0,0,0,0,2.45,2.71,0.01,0,0,3,72,,2.78,2.32,2.17,2.45,,2.2,2.56,2.48,2.61,0.838,1,0.006,1.0,0,0,2,0,1,0.734,1,Medium Risk,1,0.704,1.0,0.779
7608,12,17,F,White,0,0,0,0,0,3.98,3.23,1.65,0,0,3,72,,3.89,4.0,4.0,3.98,,4.0,4.0,4.0,4.0,0.99,0,0.008,1.0,0,0,2,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7609,12,16,M,Hispanic,0,0,0,0,0,3.37,3.53,-0.09,0,0,3,72,,3.53,3.4,3.44,3.37,,3.66,3.12,3.09,3.35,0.99,0,0.008,0.892,0,0,1,0,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7610,0,5,M,Multi-racial,1,0,0,0,0,2.43,2.43,0.0,0,0,1,0,2.16,2.58,2.38,2.6,2.43,,,,,,0.99,0,0.013,0.863,0,0,0,1,1,0.927,1,Low Risk,1,0.95,,
7611,11,16,M,Hispanic,1,0,0,0,0,3.52,3.36,-0.1,0,0,3,66,,4.0,3.31,3.54,3.52,,3.17,3.65,3.66,3.34,0.872,1,0.079,0.991,0,0,0,1,1,0.865,1,Low Risk,1,0.856,1.0,0.95
7612,10,16,F,Black,1,0,0,0,0,1.76,1.96,-0.77,0,0,3,60,,1.48,1.66,2.05,1.76,,1.82,1.92,1.59,1.78,0.819,1,0.043,0.797,1,1,2,0,1,0.565,1,High Risk,1,0.562,1.0,0.541
7613,8,13,F,Black,1,0,0,0,0,2.47,2.73,-0.09,0,0,3,48,,1.97,2.68,2.63,2.47,2.58,2.7,2.28,,,0.889,1,0.13,0.893,0,0,0,0,1,0.672,1,Medium Risk,1,0.698,,
7614,12,17,F,White,1,0,0,0,0,3.32,3.05,0.59,0,0,3,72,,3.14,3.31,3.55,3.32,,2.78,4.0,3.1,3.38,0.861,1,0.002,0.793,0,0,0,0,1,0.811,1,Low Risk,1,0.785,1.0,0.943
7615,9,13,F,Hispanic,1,0,0,0,0,3.28,3.19,0.1,0,0,3,54,,3.68,3.42,3.24,3.28,,2.52,3.39,3.72,3.01,0.931,0,0.001,0.69,0,0,1,1,1,0.936,1,Low Risk,1,0.818,0.0,0.95
7616,9,14,M,White,0,0,0,0,0,2.63,3.21,-1.06,0,0,3,54,,2.84,2.71,2.43,2.63,,2.39,2.68,2.73,2.64,0.909,0,0.075,0.93,0,0,1,0,1,0.872,1,Low Risk,1,0.899,1.0,0.935
7617,8,13,M,White,1,0,0,0,0,2.9,3.12,-0.36,0,0,3,48,,2.94,2.63,2.78,2.9,3.11,3.08,2.87,,,0.817,1,0.03,0.911,0,0,0,1,0,0.755,1,Medium Risk,1,0.791,,
7618,9,14,M,Hispanic,0,0,0,1,0,2.84,3.33,-1.12,0,0,3,54,,2.6,2.53,2.97,2.84,,3.27,2.52,3.11,2.88,0.99,0,0.023,1.0,0,0,1,1,1,0.95,1,Low Risk,1,0.906,1.0,0.95
7619,7,12,M,Hispanic,0,0,0,0,0,3.47,3.71,-0.53,0,0,3,42,,3.32,3.58,3.24,3.47,3.52,3.17,4.0,,,0.952,0,0.021,0.905,1,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7620,7,12,F,White,1,0,0,0,0,2.54,3.02,-1.14,0,0,3,42,,2.16,2.48,2.52,2.54,2.85,2.53,2.68,,,0.932,0,0.044,0.953,0,0,0,0,1,0.786,1,Medium Risk,1,0.817,,
7621,3,8,M,Hispanic,1,0,1,0,0,3.62,3.02,1.28,0,0,3,18,4.0,3.03,3.69,3.76,3.62,,,,,,0.92,0,0.017,0.797,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7622,9,14,M,White,1,0,0,0,0,2.93,2.66,0.27,0,0,3,54,,3.4,2.57,2.49,2.93,,2.65,2.83,2.69,3.86,0.696,1,0.016,0.867,0,0,2,0,1,0.703,1,Medium Risk,1,0.657,1.0,0.796
7623,8,14,M,Hispanic,1,0,0,0,1,2.81,2.67,-0.07,0,0,3,48,,2.78,2.63,3.01,2.81,2.92,2.5,3.01,,,0.888,1,0.002,0.847,0,0,0,0,1,0.723,1,Medium Risk,1,0.778,,
7624,6,11,F,Hispanic,0,1,0,0,0,0.89,2.75,-3.11,0,0,3,36,,0.69,1.24,0.82,0.89,0.9,1.06,0.63,,,0.971,0,0.013,0.89,0,0,0,1,1,0.63,0,Medium Risk,0,0.669,,
7625,8,13,F,Black,1,0,0,0,0,3.17,2.92,0.2,0,0,3,48,,3.45,3.39,2.99,3.17,3.03,2.8,3.37,,,0.85,1,0.113,0.84,0,0,1,0,1,0.796,1,Medium Risk,1,0.746,,
7626,12,17,M,Hispanic,0,0,0,0,0,3.65,3.67,-0.21,0,0,3,72,,3.66,3.67,3.41,3.65,,3.68,3.7,4.0,3.44,0.99,0,0.037,0.9,2,0,0,2,1,0.95,1,Low Risk,1,0.904,1.0,0.95
7627,3,8,M,Hispanic,1,0,0,0,0,2.9,2.96,-0.36,0,0,3,18,2.88,2.16,3.42,3.15,2.9,,,,,,0.839,1,0.013,0.935,0,0,0,1,1,0.822,1,Low Risk,1,0.822,,
7628,2,7,F,White,0,0,0,0,0,3.22,3.35,0.05,0,0,3,12,3.1,3.26,2.87,3.66,3.22,,,,,,0.99,0,0.001,0.922,0,0,0,0,1,0.95,1,Low Risk,1,0.896,,
7629,3,8,F,Hispanic,1,0,1,0,0,2.93,3.14,0.04,0,0,3,18,3.32,2.88,2.94,2.58,2.93,,,,,,0.99,0,0.003,1.0,0,0,1,0,1,0.922,1,Low Risk,1,0.902,,
7630,6,11,F,Black,1,0,0,0,0,2.2,2.97,-1.16,0,0,3,36,,2.12,2.44,1.96,2.2,2.1,2.41,2.18,,,0.857,1,0.072,0.676,0,0,0,1,1,0.672,1,Medium Risk,0,0.758,,
7631,2,8,F,White,1,1,0,0,0,1.34,2.17,-0.82,0,0,3,12,1.16,1.47,1.41,1.34,1.34,,,,,,0.909,0,0.035,0.975,0,0,0,1,1,0.659,1,Medium Risk,0,0.708,,
7632,0,5,M,Hispanic,0,0,0,0,0,3.99,3.99,0.0,0,0,1,0,4.0,4.0,3.96,4.0,3.99,,,,,,0.99,0,0.01,1.0,0,0,0,2,1,0.95,1,Low Risk,1,0.911,,
7633,11,17,F,Hispanic,1,0,0,0,0,2.12,2.32,-0.71,0,0,3,66,,2.2,1.98,2.33,2.12,,2.38,2.24,2.17,1.55,0.817,1,0.011,0.798,1,1,0,0,1,0.578,1,High Risk,0,0.609,1.0,0.59
7634,0,5,M,White,0,0,1,0,0,3.34,3.34,0.0,0,0,1,0,3.56,3.37,3.35,3.09,3.34,,,,,,0.899,1,0.005,0.902,0,0,1,0,1,0.95,1,Low Risk,1,0.862,,
7635,0,5,F,White,1,1,1,0,0,2.4,2.4,0.0,0,0,1,0,2.33,2.58,2.74,1.96,2.4,,,,,,0.974,0,0.052,0.741,1,0,0,1,1,0.797,1,Medium Risk,0,0.782,,
7636,3,8,F,White,0,0,0,0,0,3.98,3.5,0.98,0,0,3,18,4.0,3.93,4.0,4.0,3.98,,,,,,0.898,1,0.005,0.935,0,0,1,1,0,0.95,1,Low Risk,1,0.95,,
7637,9,14,F,White,0,1,0,0,1,3.52,3.17,0.54,0,0,3,54,,3.66,3.58,3.98,3.52,,4.0,3.54,2.73,3.13,0.906,0,0.001,0.868,0,0,0,1,1,0.95,1,Low Risk,1,0.95,1.0,0.95
7638,9,14,M,Asian,0,0,1,0,0,3.6,3.14,0.87,0,0,3,54,,3.58,3.68,4.0,3.6,,4.0,2.99,3.42,3.55,0.833,1,0.013,0.92,0,0,0,0,1,0.825,1,Low Risk,0,0.823,1.0,0.95
7639,6,11,F,Black,0,0,0,0,0,3.98,3.48,1.38,0,0,3,36,,4.0,4.0,4.0,3.98,3.89,4.0,4.0,,,0.865,1,0.002,0.962,0,0,0,0,1,0.95,1,Low Risk,1,0.95,,
7640,6,11,M,Hispanic,0,0,0,0,0,2.93,3.19,0.07,0,0,3,36,,2.89,3.0,2.56,2.93,2.99,2.82,3.33,,,0.99,0,0.006,0.998,0,0,1,0,1,0.95,1,Low Risk,0,0.887,,
7641,12,17,M,Hispanic,1,1,0,0,1,3.08,2.82,0.51,0,0,3,72,,3.13,3.27,3.1,3.08,,3.27,2.98,2.42,3.38,0.889,1,0.014,0.904,1,0,0,1,1,0.744,1,Medium Risk,1,0.793,1.0,0.852
7642,3,8,F,White,1,0,0,0,0,2.28,2.73,0.24,0,0,3,18,2.29,2.55,1.9,2.37,2.28,,,,,,0.953,0,0.067,1.0,0,0,0,1,0,0.863,1,Low Risk,1,0.802,,
7643,2,6,M,White,1,0,0,0,0,2.08,2.93,-1.08,0,0,3,12,2.34,1.76,2.28,1.96,2.08,,,,,,0.949,0,0.006,0.846,0,0,1,1,1,0.872,1,Low Risk,1,0.892,,
7644,3,8,M,Asian,0,0,0,1,0,2.92,3.48,-1.08,0,0,3,18,3.27,2.99,2.68,2.74,2.92,,,,,,0.931,0,0.011,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.893,,
7645,5,10,M,Black,0,0,0,0,0,3.95,3.65,0.95,0,0,3,30,4.0,4.0,4.0,3.8,3.95,,,,,,0.959,0,0.014,0.838,0,0,0,2,1,0.95,1,Low Risk,1,0.95,,
7646,0,5,M,Black,1,1,0,0,0,3.12,3.12,0.0,0,0,1,0,2.99,3.24,3.48,2.78,3.12,,,,,,0.803,1,0.037,0.992,0,0,1,2,1,0.884,1,Low Risk,1,0.946,,
7647,8,13,F,White,1,0,0,0,1,3.73,3.26,0.85,0,0,3,48,,3.97,4.0,3.48,3.73,3.28,3.99,3.64,,,0.99,0,0.022,1.0,0,0,0,1,1,0.95,1,Low Risk,1,0.884,,
7648,4,9,M,White,0,0,0,0,0,3.93,3.61,0.8,0,0,3,24,4.0,3.77,4.0,3.94,3.93,,,,,,0.892,1,0.037,0.783,0,0,0,1,1,0.95,1,Low Risk,1,0.95,,
7649,12,17,M,Hispanic,1,0,0,0,1,3.59,3.44,-0.41,0,0,3,72,,3.86,3.64,3.14,3.59,,3.41,3.67,3.91,3.49,0.841,1,0.022,0.939,0,0,0,0,1,0.846,0,Low Risk,1,0.858,1.0,0.95
7650,7,12,F,White,1,0,0,0,0,2.54,2.31,0.52,0,0,3,42,,2.69,2.34,2.84,2.54,2.42,2.69,2.29,,,0.827,1,0.029,0.989,0,0,0,0,1,0.654,0,Medium Risk,1,0.727,,
7651,6,11,M,White,0,0,0,0,0,3.02,3.14,-0.23,0,0,3,36,,3.25,3.31,2.89,3.02,2.7,2.54,3.45,,,0.816,1,0.065,0.911,1,0,0,1,1,0.843,1,Low Risk,1,0.863,,
7652,11,16,M,Hispanic,0,1,0,0,0,2.65,2.79,0.21,0,0,3,66,,2.61,2.46,2.77,2.65,,2.56,2.79,3.0,2.33,0.871,1,0.006,0.982,1,0,0,0,1,0.694,0,Medium Risk,1,0.711,1.0,0.759
7653,7,12,M,Black,0,0,1,0,0,2.28,2.97,-0.86,0,0,3,42,,2.1,1.9,3.19,2.28,2.47,2.07,1.97,,,0.918,0,0.009,0.891,0,0,0,0,0,0.782,1,Medium Risk,1,0.817,,
